,School Scrubbed Address,Project Scrubbed Address,Similarity,ProjectKey,ProjectKey,ProjectName,ContractStatus,Status,BuildingType,School Name,Total Students All Grades (Includes AE) [Public School] 2019-20,ProjectSquareFeet,SQFT_Per_Student
103,1101 hoquiam ave ne renton wa 98059,hazen high school 1101 hoquiam avenue ne renton wa 98059,0.7870111136247594,27547,27547,Hazen High School Classroom Addition  +,Revised Contract,D,High School,HAZEN SENIOR HIGH SCHOOL,1713,27900.0,16.28721541155867
105,1101 hoquiam ave ne renton wa 98059,hazen high school 1101 hoquiam avenue ne renton wa 98059,0.7870111136247594,27548,27548,Hazen High School Classroom Addition,Revised Contract,D,High School,HAZEN SENIOR HIGH SCHOOL,1713,18000.0,10.507880910683012
104,1101 hoquiam ave ne renton wa 98059,hazen high school 1101 hoquiam avenue ne renton wa 98059,0.7870111136247594,27549,27549,Hazen High School Classroom Addition,Revised Contract,D,High School,HAZEN SENIOR HIGH SCHOOL,1713,18000.0,10.507880910683012
306,1640 1st st boone ia 50036,boone middle school 1640 1st street boone ia 50036,0.7867776772586766,8504,8504,Boone M.S. Additions,Contract,D,Middle School,BOONE MIDDLE SCHOOL,635,14390.0,22.661417322834644
307,1640 1st st boone ia 50036,boone middle school 1640 1st street boone ia 50036,0.7867776772586766,101869,101869,Boone Middle School - Tennis Courts,Contract,I,Athletic Field,BOONE MIDDLE SCHOOL,635,27119.0,42.70708661417323
520,2500 west 18th street pueblo co 81003,715 west 20th street pueblo co 81003,0.7860600994163591,19454,19454,Freed Middle School Addtn & Renov.,Revised Contract,D,,CHAVEZ/HUERTA K-12 PREPARATORY ACADEMY,1026,99100.0,96.58869395711501
521,2500 west 18th street pueblo co 81003,715 west 20th street pueblo co 81003,0.7860600994163591,20603,20603,Pueblo Sch Dist #60-Survey/MP Freed MS,,D,,CHAVEZ/HUERTA K-12 PREPARATORY ACADEMY,1026,99100.0,96.58869395711501
399,200 s elm dr beverly hills ca 90212,241 moreno dr beverly hills ca 90212,0.7854964602782872,36466,36466,Beverly Hills High School,No Contract,D,Academic,BEVERLY VISTA ELEMENTARY,962,510000.0,530.1455301455302
138,1177 s 9th st de pere wi 54115,de pere wi 54115,0.785426276089187,37308,37308,Depere Schools - Dist Wide Ed  Tech Mast,,D,,WEST DE PERE MIDDLE,842,400000.0,475.05938242280286
913,5421 brooklyn blvd brooklyn center mn 55429,brooklyn center mn 55430,0.7851837957979155,23891,23891,Brooklyn Center Bond Issue Predesign Jun,,D,,NORTHPORT ELEMENTARY,573,39000.0,68.06282722513089
566,2920 round rock ranch rd round rock tx 78664,1311 round rock ave  round rock tx 78681,0.7832677744034763,106718,106718,Round Rock ISD - Brushy Creek ES AR,Contract,A,Elementary School,GATTIS EL,762,25800.0,33.85826771653543
427,20303 blue sage parkway omaha ne 68130,20303 blue sage parkway elkhorn ne 68130,0.7799363449854795,3829,3829,Elkhorn New South High School,Revised Contract,D,High School,ELKHORN SOUTH HIGH SCHOOL,1390,232000.0,166.9064748201439
386,1978 east 4th pittsburg ks 66762,1978 e 4th street pittsburg ks 68762,0.7792432002316603,14838,14838,"Pittsburg, KS - HS Additions/Renovations",Master Contract,A,High School,PITTSBURG HIGH,911,90302.0,99.12403951701427
988,650 e richmond way new richmond wi 54017,school district of new richmond 701 east 11th street new richmond wi 54017,0.7787389916370325,24601,24601,New Richmond SD New Elem. School Cx.,Contract,D,Mixed Use,NEW RICHMOND HIGH,951,85000.0,89.37960042060989
157,1202 w 1st st ankeny ia 50023,1202 northwest 1st ankeny ia 50021,0.7776805731705592,7324,7324,Ankeny - NW Elementary School Addition,,D,,NORTHWEST ELEMENTARY SCHOOL,360,24856.0,69.04444444444445
420,201 e johnson st oakdale ca 95361,201 johnson avenue 151 lee avenue oakdale ca 95361,0.777600463287413,573,573,Oakdale MP Blgs at FO & Cloverland ES,Contract,D,Academic,CLOVERLAND ELEMENTARY,522,4995.0,9.568965517241379
523,25211 south 68 street firth ne 68358,25211 s 68th street firth ne 683589732,0.7774207270931849,3200,3200,Norris New Middle School,Contract,D,Middle School,NORRIS INTERMEDIATE SCHOOL,579,76574.0,132.25215889464593
1239,9709 60 av s seattle wa 98118,9709 60th avenue s seattle wa 981185818,0.7771527278919194,28556,28556,Seattle SD-Emerson Elementary,,D,,EMERSON ELEMENTARY SCHOOL,383,72500.0,189.29503916449087
595,306 w green st champaign il 61820,1301 hagan street champaign il 61820,0.7752386893676724,88569,88569,Champaign Unit 4 Transportation Center,Revised Contract,D,Other,EDISON MIDDLE SCHOOL,787,15000.0,19.05972045743329
177,124 n 20th st omaha ne 68102,124 north 20th street omaha ne 681024895,0.7750609252018101,2810,2810,Oma Cent HS Renov (Omaha Central HS),No Revised Contract,D,High School,CENTRAL HIGH SCHOOL,2830,340000.0,120.14134275618375
735,3950 n 53rd ave phoenix az 85031,3950 e bell rd phoenix az 85032,0.7740522394413838,15234,15234,PVUSD Crest H.S. Addition,Revised Contract,D,High School,EAGLE COLLEGE PREP MARYVALE,405,14000.0,34.5679012345679
865,500 sunset dr jordan mn 55352,jordan mn 55352,0.7738458005889683,24201,24201,Jordan High School,,D,High School,JORDAN MIDDLE,642,145000.0,225.85669781931463
89,1098 s 49th st san diego ca 92113,140 south 49th street san diego ca 92113,0.7733094639868819,20887,20887,Lincoln High School,,D,High School,KNOX MIDDLE,591,323196.0,546.8629441624365
671,3416 4th ave s minneapolis mn 55408,2924 4th avenue south minneapolis mn 55408,0.7726769846801463,79236,79236,Urban Ventures Academy Ren PB,No Contract,D,Academic,GREEN CENTRAL PARK ELEMENTARY,352,25000.0,71.02272727272727
244,13801 amberly rd waverly ne 68462,13801 amberly road waverly ne 683470219,0.771750514088989,3360,3360,Waverly New Middle School,Contract,D,Middle School,WAVERLY MIDDLE SCHOOL,495,105000.0,212.12121212121212
940,600 s 1st st eagle ne 68347,600 south 1st street eagle ne 683470219,0.7714930370154937,2744,2744,Eagle Elem School (Waverly Public Sch),,D,Elementary School,EAGLE ELEMENTARY SCHOOL,295,42000.0,142.3728813559322
1004,6900 south elizabeth street centennial co 80122,6900 south elizabeth street littleton co 80122,0.7714363937940085,20501,20501,Sandburg Elementary School - Littleton P,,D,,SANDBURG ELEMENTARY SCHOOL,441,47600.0,107.93650793650794
977,6321 wornall rd kansas city mo 64113,8817 wornall road kansas city mo 64114,0.7712235317349875,10961,10961,Boone Elementary,Revised Contract,D,,BORDER STAR MONTESSORI,365,110000.0,301.36986301369865
513,2416 e 11th ave north saint paul mn 55109,north high school 2416 east 11th avenue north st paul mn 55109,0.7704766171043785,22239,22239,"North St. Paul-#622, No. HS Clsrm. Renov",Contract,D,High School,NORTH SENIOR HIGH,1672,1620.0,0.9688995215311005
602,310 nw school st ankeny ia 50023,306 sw school street ankeny ia 50021,0.7702424592786532,43799,43799,Ankeny CSD Maintenance Storage Facility,,D,Other,TERRACE ELEMENTARY SCHOOL,512,4500.0,8.7890625
600,310 nw school st ankeny ia 50023,306 sw school street ankeny ia 50021,0.7702424592786532,8659,8659,Ankeny CSD Maint. Storage Fac.,Contract,D,Other,TERRACE ELEMENTARY SCHOOL,512,14000.0,27.34375
599,310 nw school st ankeny ia 50023,306 sw school street ankeny ia 50021,0.7702424592786532,8657,8657,Ankeny CSD Maint. Storage Facility,Contract,D,Other,TERRACE ELEMENTARY SCHOOL,512,10102.0,19.73046875
598,310 nw school st ankeny ia 50023,306 sw school street ankeny ia 50021,0.7702424592786532,8658,8658,Ankeny CSD Maint. Storage Fac,Contract,D,Other,TERRACE ELEMENTARY SCHOOL,512,14000.0,27.34375
601,310 nw school st ankeny ia 50023,306 sw school street ankeny ia 50021,0.7702424592786532,43798,43798,Ankeny CSD Maintenance Storage Facility,,D,Other,TERRACE ELEMENTARY SCHOOL,512,4500.0,8.7890625
603,310 nw school st ankeny ia 50023,306 sw school street ankeny ia 50021,0.7702424592786532,43800,43800,Ankeny CSD Maintenance Storage Facility,,D,Other,TERRACE ELEMENTARY SCHOOL,512,4500.0,8.7890625
565,2920 nw 9th st ankeny ia 50023,2920 northwest 9th ankeny ia 50021,0.7695394681960539,7366,7366,Ankeny Westwood Elementary Add/Renov.,,D,,WESTWOOD ELEMENTARY SCHOOL,662,16526.0,24.963746223564954
746,400 s 20th st lexington mo 64067,102 n 16th lexington mo 64067,0.7680659171372279,10270,10270,Lexington Middle School,,D,,LESLIE BELL ELEM.,403,56000.0,138.9578163771712
335,1800 34th ave ne minneapolis mn 55418,5100 34th avenue south minneapolis mn 55417,0.7667540295109011,22628,22628,"Nokomis Library - Minneapolis, MN",No Contract,D,Library,WAITE PARK ELEMENTARY,401,13326.0,33.231920199501246
348,18063 w surprise farms loop s surprise az 85388,surprise az 85361,0.7667185417863801,13699,13699,Nadaburg Code Revisions                T,,D,,WESTERN PEAKS ELEMENTARY,868,55440.0,63.87096774193548
275,1501 ca ave santa monica ca 90403,1501 california avenue santa monica ca 90403,0.7649016693636475,31632,31632,SMMUSD - LMS - New Construction *,Contract,I,Academic,LINCOLN MIDDLE,1116,32478.0,29.102150537634408
274,1501 ca ave santa monica ca 90403,1501 california avenue santa monica ca 90403,0.7649016693636475,31630,31630,SMMUSD - LMS - Renovation *,Contract,I,Academic,LINCOLN MIDDLE,1116,7982.0,7.152329749103942
1145,83 school street carlisle ma 1741,210 school street carlisle ia 50047,0.7647294060066396,113397,113397,Carlisle CSD - Facilities Building,Contract,I,Industrial,CARLISLE SCHOOL,597,4000.0,6.700167504187605
1141,83 school street carlisle ma 1741,210 school street carlisle ia 50047,0.7647294060066396,96060,96060,Carlisle CSD - Facilities Building,Contract,I,Industrial,CARLISLE SCHOOL,597,4000.0,6.700167504187605
1142,83 school street carlisle ma 1741,210 school street carlisle ia 50047,0.7647294060066396,113395,113395,Carlisle CSD - Facilities Building,Contract,I,Industrial,CARLISLE SCHOOL,597,4000.0,6.700167504187605
1143,83 school street carlisle ma 1741,210 school street carlisle ia 50047,0.7647294060066396,113396,113396,Carlisle CSD - Facilities Building,Contract,I,Industrial,CARLISLE SCHOOL,597,4000.0,6.700167504187605
1144,83 school street carlisle ma 1741,210 school street carlisle ia 50047,0.7647294060066396,113336,113336,Carlisle CSD - Facilities Building,Contract,I,Industrial,CARLISLE SCHOOL,597,4000.0,6.700167504187605
1146,83 school street carlisle ma 1741,210 school street carlisle ia 50047,0.7647294060066396,96061,96061,Carlisle CSD - Facilities Building,Contract,I,Industrial,CARLISLE SCHOOL,597,4000.0,6.700167504187605
310,16610 bennington road bennington ne 68007,bennington ne 680070265,0.764335223059742,6333,6333,Bennington New High School,Contract,D,High School,BENNINGTON HIGH SCHOOL,766,110000.0,143.60313315926894
279,151 n lee ave oakdale ca 95361,168 s 3rd avenue oakdale ca 95361,0.7641617220684563,36987,36987,Oakdale JUSD Central Kitchen,Contract,D,Academic,FAIR OAKS ELEMENTARY,851,4950.0,5.81668625146886
278,151 n lee ave oakdale ca 95361,168 s 3rd avenue oakdale ca 95361,0.7641617220684563,36988,36988,Oakdale JUSD Central Kitchen,Contract,D,Academic,FAIR OAKS ELEMENTARY,851,4500.0,5.287896592244419
1078,7601 e oak st scottsdale az 85257,2501 n 74th street scottsdale az 85257,0.7640703452169182,14245,14245,Coronado High School,Revised Contract,D,High School,SCOTTSDALE ONLINE LEARNING,61,163600.0,2681.967213114754
108,11080 grant drive northglenn co 80233,grant street and grant drive northglenn co 80241,0.7633834866977923,115197,115197,GVA - Northglenn,Contract,A,Academic,STUKEY ELEMENTARY SCHOOL,392,62522.0,159.49489795918367
456,213 w 1st st madrid ia 50156,madrid elementary school 213 w 1st street madrid ia 50156,0.7625815588886379,112106,112106,Madrid ES  - Addition & Renovation,Contract,A,Elementary School,MADRID ELEMENTARY SCHOOL,358,5000.0,13.966480446927374
455,213 w 1st st madrid ia 50156,madrid elementary school 213 w 1st street madrid ia 50156,0.7625815588886379,112911,112911,Madrid ES Roof Replacement,Contract,I,Elementary School,MADRID ELEMENTARY SCHOOL,358,11450.0,31.98324022346369
87,1090 s adams central rd hastings ne 68901,1090 south adams central avenue ( current school ) hastings ne 68902,0.7624776455099082,121769,121769,Adams Central New K-6 Elementary School,Revised Contract,D,Elementary School,ADAMS CENTRAL JR-SR HIGH SCH,438,83000.0,189.49771689497717
86,1090 s adams central rd hastings ne 68901,1090 south adams central avenue ( current school ) hastings ne 68902,0.7624776455099082,89702,89702,Adams Central New K-6 Elem School,Revised Contract,D,Elementary School,ADAMS CENTRAL JR-SR HIGH SCH,438,83000.0,189.49771689497717
21,1000 5th st oswego il 60543,1000 fifth street oswego il 60543,0.7624431969487574,12291,12291,Oswego ECC,Contract,D,,BROKAW EARLY LEARNING CENTER,504,37900.0,75.1984126984127
1153,83 school street carlisle ma 1741,430 school street carlisle ia 50047,0.7591574675184681,105283,105283,Carlisle HS Indoor Activity Center,Contract,I,High School,CARLISLE SCHOOL,597,63000.0,105.52763819095478
1148,83 school street carlisle ma 1741,430 school street carlisle ia 50047,0.7591574675184681,105278,105278,Carlisle HS Indoor Activity Center,Contract,I,High School,CARLISLE SCHOOL,597,63000.0,105.52763819095478
1149,83 school street carlisle ma 1741,430 school street carlisle ia 50047,0.7591574675184681,107833,107833,Carlisle HS Industrial Tech Renov,Contract,D,High School,CARLISLE SCHOOL,597,9000.0,15.075376884422111
1150,83 school street carlisle ma 1741,430 school street carlisle ia 50047,0.7591574675184681,94799,94799,Carlisle HS Industrial Tech Renov,Contract,D,High School,CARLISLE SCHOOL,597,7000.0,11.725293132328309
1151,83 school street carlisle ma 1741,430 school street carlisle ia 50047,0.7591574675184681,108491,108491,Carlisle HS Industrial Tech Renov,Contract,D,High School,CARLISLE SCHOOL,597,9000.0,15.075376884422111
1152,83 school street carlisle ma 1741,430 school street carlisle ia 50047,0.7591574675184681,107832,107832,Carlisle HS Industrial Tech Renov,Contract,D,High School,CARLISLE SCHOOL,597,9000.0,15.075376884422111
1154,83 school street carlisle ma 1741,430 school street carlisle ia 50047,0.7591574675184681,105279,105279,Carlisle HS Indoor Activity Center,Contract,I,High School,CARLISLE SCHOOL,597,63000.0,105.52763819095478
1147,83 school street carlisle ma 1741,430 school street carlisle ia 50047,0.7591574675184681,93345,93345,Carlisle HS Industrial Tech Renov,Contract,D,High School,CARLISLE SCHOOL,597,9000.0,15.075376884422111
1155,83 school street carlisle ma 1741,430 school street carlisle ia 50047,0.7591574675184681,105287,105287,Carlisle HS Indoor Activity Center,Contract,I,High School,CARLISLE SCHOOL,597,63000.0,105.52763819095478
1156,83 school street carlisle ma 1741,430 school street carlisle ia 50047,0.7591574675184681,87677,87677,Carlisle HS - Add & Renov - Phase 1,Contract,D,High School,CARLISLE SCHOOL,597,118000.0,197.65494137353434
751,401 dayton street trenton nj 8610,dunn middle school 401 dayton street trenton nj 08610,0.7586793533959411,25555,25555,Parker TCU'S,Contract,D,,DUNN MIDDLE SCHOOL,909,1500.0,1.6501650165016502
650,330 w hickory st seymour wi 54165,rock ledge primary center 330 w hickory street seymour wi 54165,0.7579173395001126,24574,24574,Seymour School Dist Add/Ren,Contract,D,Elementary School,ROCK LEDGE ELEMENTARY,666,12815.0,19.24174174174174
215,1300 olson memorial hwy minneapolis mn 55411,611 van white memorial drive minneapolis mn 55411,0.7576551797626362,20888,20888,Sumner Community Library,,D,Library,BEST ACADEMY,731,16800.0,22.98221614227086
516,24629 42nd av s kent wa 98032,24699 42nd avenue s kent wa 98032,0.7573912217618274,27369,27369,Federal Way Sch Dist-Sunnycrest Elem +,Revised Contract,D,Elementary School,SUNNYCREST ELEMENTARY SCHOOL,563,47490.0,84.35168738898757
937,600 14th ave holdrege ne 68949,1600 broadway holdrege ne 68949,0.757306987979055,80363,80363,Holdrege New Elementary School,Contract,D,Elementary School,HOLDREGE MIDDLE SCHOOL,343,74842.0,218.19825072886297
407,200 w 14 hutchinson ks 67501,800 15th circle hutchinson ks 67501,0.7572305987939779,9688,9688,Hutchinson CTE Academy,Revised Contract,D,High School,HUTCHINSON MIDDLE SCHOOL 8,339,95690.0,282.2713864306785
273,1501 branch st platte city mo 64079,1501 branch & 92 hwy po box 1400 platte county mo 64079,0.7566337731097714,10435,10435,Platte County R-3 High School Additions,,D,,PLATTE COUNTY HIGH,1270,43300.0,34.09448818897638
1006,7 parelli way pagosa springs co 81147,p o  box 1498 pagosa springs co 81147,0.756461734099929,20508,20508,Pagosa Springs High School,,D,,PAGOSA PEAK OPEN SCHOOL,102,114358.0,1121.1568627450981
651,330 west second street bound brook nj 8805,lamonte building  west second street bound brook nj 08805,0.7563428538540062,25516,25516,LaMonte School Renovations,,D,,LAMONTE-ANNEX ELEMENTARY SCHOOL,396,27089.0,68.40656565656566
305,1640 1st st boone ia 50036,1640 first street boone ia 50036,0.7559364893050692,7892,7892,Boone Middle School,Revised Contract,D,Middle School,BOONE MIDDLE SCHOOL,635,107500.0,169.29133858267716
920,5625 n 28th avenue omaha ne 68111,5625 north 28th street omaha ne 681112425,0.7557189268172533,2727,2727,Miller Park Elementary School,,D,,MILLER PARK ELEM SCHOOL,429,82932.0,193.3146853146853
921,5625 n 28th avenue omaha ne 68111,5625 north 28th street omaha ne 681112425,0.7557189268172533,2732,2732,Miller Park Elem Phase II,,D,Elementary School,MILLER PARK ELEM SCHOOL,429,1150.0,2.6806526806526807
1104,801 e 10th eudora ks 66025,1235 e 2200 rd eudora ks 66025,0.7555204905695061,9112,9112,Eudora High School,,D,High School,EUDORA ELEMENTARY SCHOOL,825,115988.0,140.59151515151515
614,3111 n 10th st marion ia 52302,3111 tenth street marion ia 52302,0.7531044780114908,14799,14799,Linn-Mar HS Renov - Phase 2,Contract,D,High School,LINN-MAR HIGH SCHOOL,2226,360042.0,161.74393530997304
615,3111 n 10th st marion ia 52302,3111 tenth street marion ia 52302,0.7531044780114908,83652,83652,Linn-Mar HS Renov - Phase 2,Contract,D,High School,LINN-MAR HIGH SCHOOL,2226,360042.0,161.74393530997304
613,3111 n 10th st marion ia 52302,3111 tenth street marion ia 52302,0.7531044780114908,70583,70583,Linn-Mar HS Reno- Phase 1,Contract,D,High School,LINN-MAR HIGH SCHOOL,2226,5500.0,2.4707996406109616
